Channel;Company;Category;Subcategory;Year;Month;U;$
B&M;Shiseido Brasil;Skincare;Mixed Skincare;2021;Jul;84;30146
B&M;Shiseido Brasil;Skincare;MC Cleansers;2021;Jul;80;15163
B&M;Shiseido Brasil;Skincare;BC Hands;2023;Apr;49;11645
Online;Shiseido Brasil;Make Up;Eye liner;2022;Sep;217;34563
Online;Shiseido Brasil;Skincare;Moisturizing;2022;Jul;220;61120
Online;Shiseido Brasil;Skincare;Moisturizing;2023;Oct;228;93036
Online;Shiseido Brasil;Skincare;Brightness;2023;Apr;49;14532
Online;Shiseido Brasil;Skincare;MC Age Specialist;2023;Nov;112;29599
Online;Shiseido Brasil;Make Up;Eye liner;2022;Jun;265;41851
B&M;Prestige Cosmeticos;Skincare;Age Specialists;2021;Nov;484;480870
B&M;Prestige Cosmeticos;Skincare;Face cleansers;2021;Nov;262;51709
B&M;Prestige Cosmeticos;Skincare;BC Deodorant;2021;Apr;66;12045
B&M;Prestige Cosmeticos;Skincare;Eyes care;2022;Mar;145;114218
Online;Prestige Cosmeticos;Skincare;BC Deodorant;2021;Nov;67;11317
Online;Prestige Cosmeticos;Skincare;BC Hands;2021;Apr;69;6824
Online;Prestige Cosmeticos;Skincare;BC Firming;2022;Aug;185;70948
B&M;Sisley;Skincare;Moisturizing;2021;Nov;149;168748
B&M;Sisley;Skincare;Tonics/astringent;2021;Nov;140;91154
B&M;Sisley;Skincare;Face cleansers;2021;Nov;228;113899
B&M;Amyris;Skincare;Face cleansers;2023;Oct;107;24672
Online;Amyris;Skincare;Brightness;2021;Jul;49;17336
Online;Amyris;Skincare;Age Specialists;2021;Dec;111;29286
Online;Amyris;Skincare;Tonics/astringent;2021;Dec;49;7219
Online;Amyris;Skincare;BC Moisturizer;2021;Nov;60;10300
Online;Amyris;Skincare;BC Deodorant;2022;Feb;49;6748
Online;Amyris;Skincare;BC others;2022;Sep;50;7161
B&M;Universe S.A;Skincare;Face cleansers;2021;Nov;111;25007
B&M;Universe S.A;Skincare;Moisturizing;2023;Nov;213;12231
Online;Exi Exportação e Importação;Skincare;Other care;2021;Jul;49;5788
Online;Exi Exportação e Importação;Skincare;Tonics/astringent;2021;Nov;49;6780
Online;Niclos Comercial;Skincare;Neck;2022;Sep;49;9308
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Dec;54;1972
B&M;Puig Brasil;Make Up;Lip Gloss;2022;Jan;148;13827
B&M;Puig Brasil;Make Up;Lipstick;2022;Aug;566;83219
B&M;Puig Brasil;Make Up;Mascaras;2023;Feb;75;17794
Online;Puig Brasil;Make Up;Mascaras;2022;Sep;87;20649
B&M;L'Oréal Brasil;Make Up;Concealer;2021;Apr;218;50054
B&M;L'Oréal Brasil;Make Up;Eye liner;2021;Aug;94;17635
B&M;L'Oréal Brasil;Make Up;Plumpers;2021;Feb;114;19213
B&M;L'Oréal Brasil;Skincare;Other care;2021;Apr;48;8986
B&M;L'Oréal Brasil;Make Up;Eye liner;2022;Feb;241;45479
B&M;L'Oréal Brasil;Skincare;Scrubs;2022;Nov;48;10847
B&M;L'Oréal Brasil;Skincare;BC Deodorant;2023;May;99;29682
Online;L'Oréal Brasil;Make Up;Eye primer;2021;Apr;49;9261
Online;L'Oréal Brasil;Skincare;Other care;2021;Jun;48;8140
Online;L'Oréal Brasil;Skincare;Scrubs;2021;May;48;10395
Online;L'Oréal Brasil;Skincare;BC Hands;2022;Oct;48;5606
Online;L'Oréal Brasil;Skincare;Pores / Matifier;2023;Mar;48;11437
B&M;LVMH Brasil;Make Up;Mixed eyes;2021;Sep;57;12514
B&M;LVMH Brasil;Make Up;Mixed eyes;2021;Nov;73;16211
B&M;LVMH Brasil;Skincare;Moisturizing;2021;Oct;331;113299
B&M;LVMH Brasil;Skincare;Redness;2022;Sep;48;22139
B&M;LVMH Brasil;Skincare;Moisturizing;2022;Aug;360;133810
B&M;LVMH Brasil;Skincare;Moisturizing;2022;Sep;426;157219
B&M;LVMH Brasil;Make Up;Nails;2023;Mar;398;71361
B&M;LVMH Brasil;Skincare;Self Tanner;2023;Jan;84;25798
B&M;LVMH Brasil;Make Up;Mixed face;2023;Mar;81;13845
Online;LVMH Brasil;Make Up;Lip liner;2021;May;122;12213
Online;LVMH Brasil;Skincare;Brightness;2021;Jul;48;23272
Online;LVMH Brasil;Skincare;Sun block high protection/High;2021;Nov;84;18726
Online;LVMH Brasil;Make Up;Nails;2022;Dec;385;59636
Online;LVMH Brasil;Skincare;Face cleansers;2023;Dec;169;52660
Online;LVMH Brasil;Skincare;Other care;2023;Nov;118;28275
B&M;Estée Lauder Brasil;Make Up;Eye primer;2021;Feb;89;10441
B&M;Estée Lauder Brasil;Skincare;Tonics/astringent;2021;Apr;239;54603
B&M;Estée Lauder Brasil;Skincare;MC Body;2022;May;93;18075
B&M;Estée Lauder Brasil;Skincare;MC Body;2022;Oct;95;18473
B&M;Estée Lauder Brasil;Skincare;Tonics/astringent;2023;Sep;284;90634
Online;Estée Lauder Brasil;Make Up;Eye primer;2023;Jan;67;11169
Online;Estée Lauder Brasil;Skincare;Acne Treatment;2021;Oct;150;25953
Online;Estée Lauder Brasil;Skincare;Eyes cleansers;2021;Jun;48;6979
Online;Estée Lauder Brasil;Skincare;BC Deodorant;2021;May;48;6036
Online;Estée Lauder Brasil;Skincare;Men skincare Set;2021;Mar;48;13144
Online;Estée Lauder Brasil;Skincare;Whitening/dark spots;2023;Nov;72;37140
Online;Estée Lauder Brasil;Skincare;Lips;2023;Feb;194;32986
Online;Estée Lauder Brasil;Skincare;Mixed Sun;2022;Sep;56;14387
B&M;Other exclusives;Make Up;Lip liner;2021;Aug;94;9975
B&M;Other exclusives;Skincare;Tonics/astringent;2021;Mar;48;7017
B&M;Other exclusives;Skincare;Mixed Sun;2021;Nov;49;5057
B&M;Other exclusives;Skincare;BC Firming;2022;Dec;76;16399
Online;Other exclusives;Skincare;Age Specialists;2021;Feb;102;41149
Online;Other exclusives;Skincare;Scrubs;2022;Mar;49;8522
Online;Other exclusives;Skincare;BC Aromateraphy;2022;May;48;9727
Online;Other exclusives;Skincare;Brightness;2023;Mar;48;11264
Online;Other exclusives;Skincare;Tonics/astringent;2023;Dec;48;8597
Online;Other exclusives;Skincare;BC Scrub;2023;Jul;66;17626
B&M;Shiseido Brasil;Skincare;Other care;2021;Jul;77;57393
B&M;Shiseido Brasil;Make Up;Brows;2023;Aug;91;17425
B&M;Shiseido Brasil;Make Up;Lip liner;2021;Nov;150;18204
B&M;Shiseido Brasil;Make Up;Mixed face;2022;Apr;48;9845
B&M;Shiseido Brasil;Make Up;Bronzers;2022;May;160;42495
B&M;Shiseido Brasil;Make Up;Lip liner;2023;May;193;30385
Online;Shiseido Brasil;Make Up;Eye liner;2021;Jul;151;23091
Online;Shiseido Brasil;Skincare;Mixed Skincare;2022;Jan;144;49195
Online;Shiseido Brasil;Skincare;Brightness;2023;Aug;49;14320
Online;Shiseido Brasil;Make Up;Lip liner;2021;Aug;60;1490
Online;Shiseido Brasil;Make Up;Eye liner;2022;Feb;133;20751
Online;Shiseido Brasil;Make Up;Lipstick;2022;May;560;88808
Online;Shiseido Brasil;Make Up;Lipstick;2022;Mar;572;78455
B&M;Prestige Cosmeticos;Skincare;BC Deodorant;2022;May;58;10891
Online;Prestige Cosmeticos;Skincare;Pores / Matifier;2021;Nov;122;22790
Online;Prestige Cosmeticos;Skincare;BC Firming;2022;Dec;206;71061
B&M;Sisley;Skincare;Eyes care;2022;Aug;129;166622
B&M;Sisley;Skincare;Lips;2023;Nov;75;28945
B&M;Sisley;Skincare;BC Moisturizer;2023;Nov;168;145362
B&M;Amyris;Skincare;BC others;2021;Jun;66;16426
B&M;Amyris;Skincare;Mixed Sun;2021;Jul;48;9064
B&M;Amyris;Skincare;Mixed Sun;2021;Aug;67;14264
B&M;Amyris;Skincare;BC others;2023;Nov;48;7105
B&M;Amyris;Skincare;Mixed Sun;2023;Jun;49;6163
Online;Amyris;Skincare;Face cleansers;2022;Dec;78;13728
Online;Amyris;Skincare;Eyes care;2023;Oct;70;19850
Online;Universe S.A;Skincare;Skincare Accessories;2022;Aug;280;156288
Online;Other Companies;Skincare;Detox;2021;Nov;48;7570
Online;Other Companies;Skincare;Other care;2021;Nov;48;5846
Online;Other Companies;Skincare;Brightness;2021;Nov;48;4913
Online;Exi Exportação e Importação;Skincare;Other care;2022;Nov;48;4860
Online;Exi Exportação e Importação;Skincare;Moisturizing;2022;Mar;66;3286
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Mar;79;3114
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Jul;50;2315
B&M;Puig Brasil;Make Up;Highlighter;2023;Nov;47;9993
Online;Puig Brasil;Make Up;Lipstick;2021;Dec;645;90122
B&M;L'Oréal Brasil;Make Up;Blush;2022;Aug;125;43141
B&M;L'Oréal Brasil;Make Up;Eye Shadow;2022;Aug;147;51266
B&M;L'Oréal Brasil;Skincare;Tonics/astringent;2022;Jul;142;32983
B&M;L'Oréal Brasil;Skincare;Scrubs;2022;Mar;53;12192
B&M;L'Oréal Brasil;Skincare;Scrubs;2022;Jul;48;11060
B&M;L'Oréal Brasil;Make Up;Brows;2023;Apr;105;20133
B&M;L'Oréal Brasil;Make Up;Eye primer;2023;Jun;48;10414
B&M;L'Oréal Brasil;Skincare;Scrubs;2023;Aug;47;14073
Online;L'Oréal Brasil;Make Up;Concealer;2021;May;206;40783
Online;L'Oréal Brasil;Make Up;Eye liner;2021;Aug;67;11687
Online;L'Oréal Brasil;Skincare;Other care;2021;Sep;47;8164
Online;L'Oréal Brasil;Make Up;Eye Shadow;2023;Jul;72;24673
Online;L'Oréal Brasil;Make Up;Lipstick;2023;Sep;763;136263
Online;L'Oréal Brasil;Skincare;BC Deodorant;2023;Jun;59;15464
B&M;LVMH Brasil;Make Up;Eye Shadow;2021;Oct;388;117777
B&M;LVMH Brasil;Make Up;Lip liner;2022;Aug;269;49634
B&M;LVMH Brasil;Skincare;Mixed Skincare;2022;Dec;49;135634
B&M;LVMH Brasil;Skincare;Moisturizing;2022;Jun;458;166736
B&M;LVMH Brasil;Skincare;Mixed Sun;2022;Apr;75;15552
B&M;LVMH Brasil;Make Up;Lip liner;2023;Feb;223;38461
Online;LVMH Brasil;Make Up;Mixed eyes;2021;Nov;74;15563
Online;LVMH Brasil;Make Up;Eye primer;2021;Sep;65;10799
Online;LVMH Brasil;Skincare;Eyes care;2021;Dec;203;86464
Online;LVMH Brasil;Make Up;Eye Shadow;2022;Sep;275;92527
Online;LVMH Brasil;Skincare;Brightness;2022;Sep;78;38312
Online;LVMH Brasil;Skincare;Sun block low/mid protection;2022;Oct;47;12130
B&M;Estée Lauder Brasil;Skincare;Redness;2021;Dec;69;18420
B&M;Estée Lauder Brasil;Skincare;MC Body;2021;Apr;101;12338
B&M;Estée Lauder Brasil;Skincare;MC Body;2021;Sep;95;15353
B&M;Estée Lauder Brasil;Skincare;Tonics/astringent;2022;Oct;290;90025
B&M;Estée Lauder Brasil;Skincare;Acne Treatment;2023;Jan;165;36801
Online;Estée Lauder Brasil;Make Up;Mixed lips;2021;Apr;148;22730
Online;Estée Lauder Brasil;Make Up;Mixed face;2022;Dec;47;12643
Online;Estée Lauder Brasil;Make Up;Mixed lips;2022;Feb;176;36942
Online;Estée Lauder Brasil;Make Up;Mixed eyes;2023;Feb;201;48496
Online;Estée Lauder Brasil;Skincare;Whitening/dark spots;2021;May;90;21485
Online;Estée Lauder Brasil;Skincare;Detox;2021;Sep;47;828
Online;Estée Lauder Brasil;Skincare;Redness;2021;Jul;73;25939
Online;Estée Lauder Brasil;Skincare;Tonics/astringent;2021;Jan;280;48856
Online;Estée Lauder Brasil;Skincare;MC Body;2021;Oct;110;15699
Online;Estée Lauder Brasil;Skincare;MC Moisturizers;2021;Jan;110;18146
Online;Estée Lauder Brasil;Skincare;MC Cleansers;2021;Jan;87;7049
Online;Estée Lauder Brasil;Skincare;MC Body;2022;Feb;94;14095
Online;Estée Lauder Brasil;Skincare;Eyes cleansers;2023;Aug;47;8441
Online;Estée Lauder Brasil;Skincare;Mixed Sun;2021;Apr;59;12910
Online;Estée Lauder Brasil;Make Up;Mixed lips;2023;Mar;82;14042
B&M;Other exclusives;Make Up;Eye primer;2022;Jul;100;12451
B&M;Other exclusives;Make Up;Eye primer;2022;Oct;121;14624
B&M;Other exclusives;Skincare;Self Tanner;2022;Apr;47;5779
B&M;Other exclusives;Skincare;Other care;2023;Feb;47;13960
Online;Other exclusives;Skincare;Eyes care;2021;Sep;47;12555
Online;Other exclusives;Skincare;Whitening/dark spots;2021;Jan;105;36362
Online;Other exclusives;Skincare;Whitening/dark spots;2021;Feb;98;33651
Online;Other exclusives;Skincare;Whitening/dark spots;2021;Jul;69;23117
Online;Other exclusives;Skincare;BC Deodorant;2021;Jun;47;5047
Online;Other exclusives;Skincare;Eyes care;2022;Jul;55;18652
Online;Other exclusives;Skincare;Mixed Skincare;2022;Jun;47;15627
Online;Other exclusives;Skincare;Brightness;2022;Sep;47;10660
Online;Other exclusives;Skincare;Lips;2022;Mar;88;6860
Online;Other exclusives;Make Up;Plumpers;2023;Apr;47;7986
Online;Other exclusives;Skincare;Acne Treatment;2023;Mar;47;12648
Online;Other exclusives;Skincare;BC Scrub;2023;Jun;54;15029
B&M;Shiseido Brasil;Skincare;Scrubs;2021;Sep;48;11807
B&M;Shiseido Brasil;Skincare;Pores / Matifier;2023;Aug;51;15366
B&M;Shiseido Brasil;Skincare;Mixed Skincare;2023;Aug;99;66983
B&M;Shiseido Brasil;Skincare;Other care;2023;Mar;87;62659
Online;Shiseido Brasil;Skincare;Other care;2021;Jun;129;70966
Online;Shiseido Brasil;Skincare;Other care;2021;Aug;103;54408
Online;Shiseido Brasil;Make Up;Eye liner;2022;Aug;240;38617
Online;Shiseido Brasil;Skincare;Tonics/astringent;2023;Jul;49;14457
Online;Shiseido Brasil;Make Up;Lipstick;2021;Aug;563;79195
Online;Shiseido Brasil;Make Up;Mixed face;2022;Jun;47;7902
Online;Shiseido Brasil;Make Up;Mixed lips;2022;Sep;90;15988
B&M;Prestige Cosmeticos;Skincare;BC Firming;2021;Oct;133;60888
B&M;Prestige Cosmeticos;Skincare;Moisturizing;2023;Mar;182;80699
Online;Prestige Cosmeticos;Skincare;Moisturizing;2021;Jul;219;47399
Online;Prestige Cosmeticos;Skincare;BC Deodorant;2022;Oct;76;14357
B&M;Sisley;Skincare;BC Hands;2021;Nov;91;46833
B&M;Sisley;Skincare;Age Specialists;2023;Jan;178;322840
B&M;Amyris;Skincare;Mixed Skincare;2021;Apr;59;22823
B&M;Amyris;Skincare;Brightness;2022;Oct;47;17737
B&M;Amyris;Skincare;BC Hands;2022;Jul;47;5779
Online;Amyris;Skincare;Face cleansers;2022;Jun;106;20447
Online;Amyris;Skincare;Eyes care;2023;Dec;81;22764
Online;Amyris;Skincare;BC Scrub;2023;Nov;93;11902
Online;Amyris;Skincare;BC Hands;2023;Nov;47;4748
Online;Universe S.A;Skincare;Age Specialists;2021;Jun;111;11761
B&M;Other Companies;Skincare;BC Deodorant;2021;Oct;47;3662
Online;Other Companies;Make Up;Mixed Make up;2021;Sep;153;13462
Online;Niclos Comercial;Skincare;BC Firming;2022;Dec;59;8734
B&M;Puig Brasil;Make Up;Lipstick;2022;Oct;650;99052
Online;Puig Brasil;Make Up;Make Up Accessories;2021;Jul;363;33920
B&M;L'Oréal Brasil;Make Up;Brows;2021;Sep;82;14014
B&M;L'Oréal Brasil;Make Up;Eye primer;2021;May;46;8795
B&M;L'Oréal Brasil;Make Up;Plumpers;2021;Jan;137;23024
B&M;L'Oréal Brasil;Skincare;Moisturizing;2021;Apr;185;56639
B&M;L'Oréal Brasil;Skincare;Pores / Matifier;2021;Nov;59;13779
B&M;L'Oréal Brasil;Skincare;Scrubs;2021;Aug;73;14144
B&M;L'Oréal Brasil;Skincare;BC Deodorant;2021;Jun;157;37295
B&M;L'Oréal Brasil;Skincare;BC Deodorant;2022;Apr;117;29566
B&M;L'Oréal Brasil;Skincare;BC Deodorant;2022;Feb;125;31397
B&M;L'Oréal Brasil;Make Up;Eye primer;2023;Mar;46;8941
Online;L'Oréal Brasil;Make Up;Highlighter;2021;Nov;101;18218
Online;L'Oréal Brasil;Make Up;Eye primer;2021;Aug;48;8159
Online;L'Oréal Brasil;Make Up;Lipstick;2022;Oct;837;130044
Online;L'Oréal Brasil;Skincare;BC Hands;2022;Jan;46;4539
Online;L'Oréal Brasil;Skincare;Tonics/astringent;2023;Oct;92;20939
B&M;LVMH Brasil;Make Up;Lip liner;2021;Jul;174;28527
B&M;LVMH Brasil;Make Up;Lip liner;2021;Oct;230;45524
B&M;LVMH Brasil;Skincare;Moisturizing;2021;Feb;371;118998
B&M;LVMH Brasil;Make Up;Nails;2022;Jan;342;48876
B&M;LVMH Brasil;Make Up;Nails;2022;Feb;398;57624
B&M;LVMH Brasil;Skincare;Sun block high protection/High;2022;Nov;66;17574
B&M;LVMH Brasil;Skincare;Self Tanner;2022;Dec;86;30049
B&M;LVMH Brasil;Skincare;Sun block low/mid protection;2023;Sep;46;12118
B&M;LVMH Brasil;Skincare;Sun block high protection/High;2023;Jan;66;18195
B&M;LVMH Brasil;Skincare;Lips;2023;Aug;97;15178
Online;LVMH Brasil;Make Up;Highlighter;2021;May;409;94639
Online;LVMH Brasil;Make Up;Mixed lips;2021;Feb;120;27560
Online;LVMH Brasil;Skincare;Moisturizing;2021;Jun;221;70610
Online;LVMH Brasil;Make Up;Eye Shadow;2022;Apr;254;73907
Online;LVMH Brasil;Skincare;Self Tanner;2022;Nov;76;25826
Online;LVMH Brasil;Make Up;Lipstick;2022;Sep;1478;281375
Online;LVMH Brasil;Skincare;Lips;2022;Apr;56;5234
Online;LVMH Brasil;Make Up;Highlighter;2023;Jun;290;80097
Online;LVMH Brasil;Skincare;Pores / Matifier;2023;Jul;144;24281
Online;LVMH Brasil;Skincare;Pores / Matifier;2021;Sep;57;11179
B&M;Estée Lauder Brasil;Skincare;Redness;2021;Jan;103;23334
B&M;Estée Lauder Brasil;Skincare;Other care;2021;Dec;118;23515
B&M;Estée Lauder Brasil;Skincare;MC Shave;2021;Jul;54;11270
B&M;Estée Lauder Brasil;Skincare;Acne Treatment;2023;Apr;154;36209
B&M;Estée Lauder Brasil;Skincare;Acne Treatment;2023;May;123;28293
B&M;Estée Lauder Brasil;Skincare;Acne Treatment;2023;Dec;151;37415
Online;Estée Lauder Brasil;Make Up;Bronzers;2023;Feb;141;35041
Online;Estée Lauder Brasil;Skincare;Multibenefit;2021;Mar;199;39460
Online;Estée Lauder Brasil;Skincare;Acne Treatment;2021;Apr;148;24590
Online;Estée Lauder Brasil;Skincare;Eyes cleansers;2021;Jul;46;6603
Online;Estée Lauder Brasil;Skincare;Eyes cleansers;2022;Feb;46;7430
Online;Estée Lauder Brasil;Skincare;Eyes cleansers;2022;Jun;46;7699
Online;Estée Lauder Brasil;Skincare;Mixed Skincare;2022;Aug;136;52512
Online;Estée Lauder Brasil;Skincare;Mixed Skincare;2022;Sep;87;27679
B&M;Other exclusives;Skincare;Brightness;2022;Jan;72;14774
B&M;Other exclusives;Skincare;Brightness;2022;Jun;50;12036
B&M;Other exclusives;Skincare;Brightness;2022;Dec;46;11309
B&M;Other exclusives;Skincare;Detox;2022;Sep;77;17781
B&M;Other exclusives;Skincare;BC Firming;2022;May;71;16059
B&M;Other exclusives;Skincare;Brightness;2023;Mar;46;10898
Online;Other exclusives;Skincare;Other care;2021;Jul;46;7662
Online;Other exclusives;Make Up;Primer;2022;Jul;89;17708
Online;Other exclusives;Skincare;BC Aromateraphy;2022;Jun;46;9293
Online;Other exclusives;Skincare;Other care;2023;May;46;14144
B&M;Shiseido Brasil;Skincare;Scrubs;2021;Oct;46;11146
B&M;Shiseido Brasil;Skincare;Face cleansers;2021;Mar;186;41329
B&M;Shiseido Brasil;Skincare;MC Moisturizers;2021;Sep;49;13457
B&M;Shiseido Brasil;Skincare;Pores / Matifier;2022;Jan;88;16957
B&M;Shiseido Brasil;Skincare;Lips;2022;Mar;58;10300
B&M;Shiseido Brasil;Skincare;Other care;2023;Feb;86;68675
B&M;Shiseido Brasil;Skincare;Pores / Matifier;2023;Feb;52;15723
B&M;Shiseido Brasil;Skincare;Mixed Skincare;2023;Nov;111;79010
B&M;Shiseido Brasil;Make Up;Bronzers;2021;Jun;171;38355
B&M;Shiseido Brasil;Make Up;Lip Gloss;2021;Jul;158;17860
Online;Shiseido Brasil;Make Up;Eye liner;2021;Apr;165;25128
Online;Shiseido Brasil;Skincare;Mixed Skincare;2021;Dec;148;55372
Online;Shiseido Brasil;Skincare;Pores / Matifier;2021;Sep;70;13494
Online;Shiseido Brasil;Make Up;Primer;2022;Aug;148;40555
Online;Shiseido Brasil;Make Up;Mixed eyes;2023;Nov;136;24076
Online;Shiseido Brasil;Skincare;Moisturizing;2023;Feb;226;72165
Online;Shiseido Brasil;Skincare;Brightness;2023;May;46;13470
Online;Shiseido Brasil;Skincare;Brightness;2023;Dec;45;12931
Online;Shiseido Brasil;Skincare;Moisturizing;2023;Apr;249;82829
Online;Shiseido Brasil;Skincare;MC Cleansers;2023;Nov;46;7807
B&M;Prestige Cosmeticos;Skincare;Moisturizing;2021;Dec;222;73990
B&M;Prestige Cosmeticos;Skincare;Eyes care;2021;Oct;171;141935
B&M;Prestige Cosmeticos;Skincare;Tonics/astringent;2021;Nov;88;32306
B&M;Prestige Cosmeticos;Skincare;BC Aromateraphy;2021;Nov;97;25833
B&M;Prestige Cosmeticos;Skincare;Face cleansers;2022;Jul;170;41278
B&M;Prestige Cosmeticos;Skincare;BC Firming;2022;Sep;127;57915
B&M;Prestige Cosmeticos;Skincare;BC Deodorant;2022;Jun;47;8830
Online;Prestige Cosmeticos;Skincare;Age Specialists;2021;Jul;208;110769
Online;Prestige Cosmeticos;Skincare;Pores / Matifier;2022;Sep;76;5580
B&M;Sisley;Make Up;Lipstick;2023;Nov;276;78040
B&M;Amyris;Skincare;Face cleansers;2021;Feb;84;13447
B&M;Amyris;Skincare;Mixed Skincare;2022;Mar;66;25520
B&M;Amyris;Skincare;Mixed Sun;2022;May;73;15373
B&M;Amyris;Skincare;BC others;2023;Dec;46;7377
B&M;Amyris;Skincare;BC Moisturizer;2023;Dec;71;21242
B&M;Amyris;Skincare;BC Scrub;2023;Mar;46;10516
Online;Amyris;Skincare;Moisturizing;2023;Dec;81;24251
Online;Other Companies;Make Up;Lipstick;2021;Nov;48;2323
Online;Other Companies;Make Up;Mixed Make up;2021;Aug;156;13600
Online;Other Companies;Skincare;Moisturizing;2021;Nov;47;5664
Online;Exi Exportação e Importação;Skincare;Other care;2021;Sep;46;5577
Online;Niclos Comercial;Skincare;Neck;2022;Aug;48;10027
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Nov;50;1506
B&M;Puig Brasil;Make Up;Lipstick;2023;Apr;480;80567
Online;Puig Brasil;Make Up;Make Up Accessories;2021;Apr;332;30762
B&M;L'Oréal Brasil;Make Up;Eye Shadow;2021;Nov;173;51430
B&M;L'Oréal Brasil;Skincare;Eyes care;2021;Apr;222;122082
B&M;L'Oréal Brasil;Skincare;Moisturizing;2021;Jan;222;64338
B&M;L'Oréal Brasil;Skincare;Pores / Matifier;2021;Jul;61;15328
B&M;L'Oréal Brasil;Skincare;BC Deodorant;2022;Oct;131;36032
B&M;L'Oréal Brasil;Make Up;Eye Shadow;2023;Sep;119;44097
Online;L'Oréal Brasil;Make Up;Concealer;2021;Oct;373;72620
Online;L'Oréal Brasil;Make Up;Eye primer;2021;May;47;8695
Online;L'Oréal Brasil;Make Up;Plumpers;2021;Apr;146;21957
Online;L'Oréal Brasil;Make Up;Plumpers;2021;May;135;20149
Online;L'Oréal Brasil;Make Up;Plumpers;2022;May;150;21672
Online;L'Oréal Brasil;Skincare;Eyes cleansers;2023;Jun;80;19625
Online;L'Oréal Brasil;Skincare;BC Deodorant;2023;Mar;69;15998
B&M;LVMH Brasil;Make Up;Powders;2021;Jan;254;70294
B&M;LVMH Brasil;Make Up;Plumpers;2021;Mar;168;30167
B&M;LVMH Brasil;Skincare;Redness;2021;Dec;45;16222
B&M;LVMH Brasil;Skincare;Moisturizing;2022;May;448;165445
B&M;LVMH Brasil;Skincare;Sun block high protection/High;2022;Sep;59;14815
B&M;LVMH Brasil;Skincare;Pores / Matifier;2023;Nov;142;25100
Online;LVMH Brasil;Skincare;Brightness;2021;Mar;45;21310
Online;LVMH Brasil;Skincare;Mixed Sun;2021;Dec;72;16622
Online;LVMH Brasil;Skincare;Mixed Sun;2021;Jan;106;21354
Online;LVMH Brasil;Skincare;Sun block low/mid protection;2022;Nov;45;11086
Online;LVMH Brasil;Make Up;Mixed eyes;2023;Aug;45;9566
Online;LVMH Brasil;Make Up;Mixed eyes;2023;Sep;46;9514
Online;LVMH Brasil;Skincare;Pores / Matifier;2023;Mar;153;31764
Online;LVMH Brasil;Skincare;Lips;2023;Nov;97;37472
B&M;Estée Lauder Brasil;Skincare;Acne Treatment;2021;Feb;117;19697
B&M;Estée Lauder Brasil;Skincare;Tonics/astringent;2022;Aug;304;90610
Online;Estée Lauder Brasil;Make Up;Brows;2022;May;557;79320
